StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q12_1	Q12_2	Q12_3	Q12_4	Q12_5	Q12_6	Q12_7	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q15_1	Q15_2	Q15_3	Q15_4	Q15_5	Q15_6	Q15_7	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q16_7	Q17_1	Q17_2	Q17_3	Q17_4	Q17_5	Q17_6	Q17_7	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q18_6	Q18_7	Q19_1	Q19_2	Q19_3	Q19_4	Q19_5	Q19_6	Q19_7	Q20_1	Q20_2	Q20_3	Q20_4	Q20_5	Q20_6	Q20_7	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q23_1	Q23_2	Q23_3	Q23_4	Q23_5	Q23_6	Q23_7	Q24_1	Q24_2	Q24_3	Q24_4	Q24_5	Q24_6	Q24_7	Q25_1	Q25_2	Q25_3	Q25_4	Q25_5	Q25_6	Q25_7	Q26_1	Q26_2	Q26_3	Q26_4	Q26_5	Q26_6	Q26_7	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7
2019-05-24 11:56:17	2019-05-24 13:13:12	0	78.133.35.26	100	4614	1	2019-05-24 13:13:12	R_1ouLkTvc7V9r89G					35.86669921875	14.5131072998046875	anonymous	EN-GB	1	63	1	107	5	Rock and sound tracks	36			17	19	16	15	16	15	15	3	1	1	4	3	5	3	1	3	6	1	1	3	4	3	5	4	1	1	1	1	1	1	3	3	5	4	3	1	1	4	4	3	4	5	1	1	5	1	1	4	5	1	3	4	3	1	4	6	5	4	1	1	3	1	1	1	3	6	1	1	4	4	3	3	4	3	4	1	1	4	4	3	1	3	1	1	3	1	1	3	4	3	1	3	4	3	1	4	3	1	1	1	5	4	1	3	4
2019-05-25 07:16:56	2019-05-25 07:38:45	0	85.232.195.163	100	1309	1	2019-05-25 07:38:47	R_00yjaRw22JbTiOB					35.845001220703125	14.467498779296875	anonymous	EN-GB	1	68	2	107	2	any type of music	36			16	19	15	15	15	15	15	5	6	1	1	3	1	1	1	3	6	1	3	1	5	3	6	3	1	1	1	1	4	1	1	5	6	1	1	5	1	1	6	6	5	1	1	1	6	1	1	4	3	1	6	6	1	1	5	1	6	5	1	1	1	1	1	1	1	6	1	1	1	1	4	6	3	1	1	1	1	3	6	1	1	1	1	6	5	6	1	1	1	1	3	4	4	1	1	6	1	3	1	1	3	5	1	6	5
2019-05-25 22:31:21	2019-05-25 22:42:57	0	92.251.72.124	100	695	1	2019-05-25 22:42:58	R_1equr157J6q77t3					35.855804443359375	14.5330963134765625	anonymous	EN-GB	1	58	2	107	2	"classic and pop "	36			17	17	16	15	15	15	16	3	3	1	1	3	3	3	1	3	5	1	4	4	4	4	4	3	4	4	4	4	4	1	3	5	5	5	5	3	3	4	3	4	4	4	1	3	4	1	1	4	1	3	3	1	3	3	4	4	4	4	3	1	4	1	3	1	3	5	1	1	5	4	3	3	3	1	1	1	1	3	3	1	1	3	4	4	3	3	1	1	3	1	3	3	3	1	1	1	3	3	1	1	4	1	1	4	3
2019-05-26 17:19:41	2019-05-26 17:33:18	0	37.75.39.168	100	816	1	2019-05-26 17:33:18	R_3lrWbzzB5AlFX4E					35.8791961669921875	14.466705322265625	anonymous	EN-GB	1	51	2	107	2	jazz	36			17	18	15	15	15	15	15	6	4	1	1	1	1	1	1	3	6	1	1	1	1	1	6	4	1	1	1	1	1	1	1	5	4	6	1	1	1	1	6	5	5	1	1	1	1	1	3	6	5	1	1	1	1	1	3	3	6	5	1	1	1	1	1	1	1	6	1	1	3	4	1	6	4	1	1	1	1	1	1	1	1	6	1	1	3	1	1	3	3	3	1	1	4	6	1	1	1	1	1	1	4	1	1	5	3
2019-05-28 20:50:21	2019-05-28 21:34:03	0	173.79.65.206	100	2621	1	2019-05-28 21:34:03	R_1luajt69nPTGtzj					38.9994049072265625	-77.033599853515625	anonymous	EN-GB	1	71	1	187	4	Classical	35	bassoon, piano	55	18	17	15	15	15	15	15	6	5	1	1	3	1	1	1	1	6	1	1	1	3	3	6	1	1	1	1	1	1	1	1	5	6	5	4	1	1	1	4	3	6	3	1	1	1	4	4	6	1	1	1	1	4	4	6	4	6	5	1	1	3	1	1	1	1	5	1	1	1	6	1	6	3	1	1	1	1	1	1	1	3	6	5	1	5	6	1	1	3	1	1	1	1	3	1	3	1	1	1	1	4	1	1	3	6
2019-05-31 10:22:51	2019-05-31 10:36:46	0	129.234.103.170	100	835	1	2019-05-31 10:36:47	R_qUQmi7joSGVWZXz					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	25	2	111	2	Rock	35	Drums	1	18	17	15	16	16	15	15	4	3	1	3	3	1	1	1	3	6	1	1	1	4	3	5	4	1	1	1	1	3	1	1	1	5	3	3	1	1	1	3	5	3	4	1	1	4	1	1	4	3	4	3	1	1	1	3	1	5	3	1	3	5	1	1	1	1	5	1	1	4	4	1	3	3	1	1	6	4	1	1	1	3	6	3	3	1	1	1	3	4	1	3	1	3	5	1	1	5	4	1	1	4	1	1	4	5
2019-05-31 13:06:54	2019-05-31 13:17:38	0	77.44.0.143	100	644	1	2019-05-31 13:17:39	R_2V7rxBnyUFimsFK					51.5406951904296875	-0.1963958740234375	anonymous	EN-GB	1	38	2	185	1	pop	36			17	16	15	15	15	15	15	6	3	1	1	3	1	1	1	3	4	1	1	3	1	5	6	1	1	1	1	1	4	1	1	6	5	4	1	1	1	1	5	6	3	3	1	1	3	3	1	3	1	5	1	1	3	3	3	4	6	4	1	1	1	1	1	1	1	6	1	1	4	3	4	4	3	1	1	1	1	3	1	1	5	6	4	1	6	4	1	3	3	1	1	1	5	3	1	1	1	1	1	1	5	1	1	3	6
2019-05-31 13:12:27	2019-05-31 13:19:38	0	81.147.55.39	100	430	1	2019-05-31 13:19:40	R_RtrpAbthOVc4puV					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	2	61	2	"Pop, indie pop "	35	Drums	8	19	16	16	15	15	15	15	6	4	1	1	1	3	1	1	3	6	1	1	1	1	4	4	3	1	1	1	1	1	1	1	3	6	5	3	1	1	1	3	4	3	5	1	1	5	1	1	3	5	4	3	1	3	1	3	1	4	3	1	3	1	1	1	1	3	4	1	1	1	4	4	4	3	1	4	1	4	1	1	1	1	4	3	5	1	1	1	3	4	4	4	1	4	5	1	1	4	5	1	1	5	1	3	5	5
2019-05-31 13:05:49	2019-05-31 13:41:29	0	188.240.180.90	100	2140	1	2019-05-31 13:41:32	R_2tMq3HMfN0wIWH1					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	29	2	185	3	"Easy listening "	35	Sing	3	16	17	15	15	15	15	16	5	4	1	3	1	1	1	1	3	4	1	1	1	1	4	5	3	1	1	5	1	1	1	1	3	4	1	1	1	1	1	5	1	4	3	3	1	1	1	1	4	3	3	3	3	1	1	4	3	3	1	1	3	5	3	1	1	3	4	1	1	4	1	1	3	4	1	1	3	1	1	1	1	3	4	1	1	1	1	3	1	3	1	1	3	3	3	1	1	3	4	1	1	4	1	1	4	3
2019-05-31 13:31:02	2019-05-31 13:44:47	0	129.234.0.31	100	824	1	2019-05-31 13:44:47	R_10SI3qI533Mfe2i					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	20	1	104	2	EDM	36			18	15	15	16	16	15	15	5	4	1	1	3	1	1	1	1	5	1	1	1	3	1	6	3	1	1	1	1	1	1	1	5	3	4	1	1	1	1	4	4	3	1	1	1	3	3	1	4	1	3	3	1	3	3	1	3	3	3	1	4	3	1	1	1	3	5	1	1	1	1	3	4	3	1	1	1	1	1	1	1	4	3	4	1	1	1	1	3	4	3	1	1	3	5	1	1	4	3	1	3	4	1	1	4	3
2019-05-31 13:51:36	2019-05-31 14:13:15	0	129.234.0.25	100	1299	1	2019-05-31 14:13:16	R_6rOk1o3ezJLQnn3					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	25	1	163	2	Blues, Jazz, Funk, Folk music	36			18	18	15	15	15	15	15	5	5	1	1	1	3	1	1	3	5	1	1	3	3	3	5	4	1	1	3	1	4	1	1	4	4	3	3	3	1	1	4	3	4	3	3	1	3	4	1	4	1	3	3	4	4	3	3	3	5	4	1	3	1	3	1	1	3	5	3	1	3	1	4	4	4	1	1	3	1	4	1	1	5	3	4	1	3	1	3	4	4	3	1	5	3	3	3	4	3	1	1	1	4	4	4	5	3
2019-05-31 14:07:32	2019-05-31 14:21:50	0	129.234.0.18	100	858	1	2019-05-31 14:21:50	R_1LkExWKCPVd2hTU					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	18	2	185	3	Folk	35	Violin	9	18	16	15	15	17	15	15	6	4	1	3	4	1	1	1	4	5	1	3	3	4	5	6	5	1	1	3	1	1	1	1	6	3	5	3	4	1	3	5	6	4	3	1	1	3	3	4	1	5	4	3	3	1	4	1	4	6	4	1	1	4	3	3	1	3	5	1	3	4	6	5	6	3	1	3	3	3	3	1	1	4	5	3	3	3	1	1	4	6	4	3	3	3	3	3	4	1	3	1	1	3	1	1	1	4
2019-05-31 14:16:41	2019-05-31 14:32:16	0	90.219.233.167	100	934	1	2019-05-31 14:32:16	R_1fedIVuNFV5ax7D					54.899993896484375	-1.516693115234375	anonymous	EN-GB	1	23	2	185	3	"Folk "	35	Viola, singing	10	19	17	15	15	15	15	15	6	4	1	1	1	1	1	1	4	6	1	1	1	1	1	6	4	1	1	1	1	1	1	1	6	1	3	1	1	1	1	3	6	1	4	1	1	1	1	6	1	1	3	1	1	6	1	1	3	6	1	1	1	1	1	1	1	1	6	1	1	1	1	3	6	4	1	1	1	1	1	1	1	4	6	3	3	1	1	1	4	1	1	1	1	4	6	1	1	1	1	1	1	6	1	1	1	1
2019-05-31 14:54:10	2019-05-31 15:09:46	0	193.60.182.97	100	935	1	2019-05-31 15:09:48	R_21aN4mJ61a7ZcGh					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	27	2	67	2	I don't have a preferred genre, but if I had to choose one it would be ballads.	35	Piano	4	18	19	15	15	16	15	15	6	6	1	1	1	1	1	1	4	6	1	1	6	1	3	6	4	1	1	3	1	4	1	1	1	4	5	1	4	1	1	4	3	5	1	1	1	6	1	1	6	1	4	1	3	3	1	5	1	6	6	1	1	1	1	1	1	1	6	1	1	6	1	1	5	4	1	1	4	1	3	1	1	1	5	5	5	4	3	1	1	3	4	1	1	3	5	1	1	5	1	1	1	5	1	1	5	1
2019-05-31 15:37:31	2019-05-31 15:48:26	0	151.226.70.47	100	655	1	2019-05-31 15:48:26	R_T02C7SCU76oXJgB					54.96209716796875	-1.6016998291015625	anonymous	EN-GB	1	22	2	185	3	"Pop "	35	Piano	10	17	17	16	15	16	15	15	5	3	1	1	3	4	1	1	3	6	1	1	3	3	3	4	3	1	1	1	1	1	1	1	4	4	4	3	1	1	3	4	4	4	3	1	1	4	3	3	4	3	3	3	1	1	3	3	3	5	3	1	1	3	1	1	1	3	5	1	1	3	3	1	5	3	1	1	3	1	3	1	1	3	5	5	3	3	1	1	3	6	4	1	1	3	4	1	1	4	3	1	1	5	1	1	5	3
2019-05-31 16:10:38	2019-05-31 16:28:33	0	86.31.249.172	100	1074	1	2019-05-31 16:28:33	R_2U5UzPGUELhaQ5f					55.00469970703125	-1.4727935791015625	anonymous	EN-GB	1	19	2	185	4	"Classical "	35	Singing, Piano and Guitar	12	18	16	15	15	17	15	15	6	4	1	1	3	1	1	1	4	6	1	1	4	5	3	5	4	1	1	3	3	1	1	1	4	4	5	6	1	1	1	4	3	6	5	1	1	1	1	1	4	4	3	1	1	3	5	3	3	6	4	1	1	5	1	1	1	3	6	1	1	3	3	3	5	5	1	1	1	1	1	1	1	4	3	6	5	6	1	1	4	4	5	5	3	1	3	3	5	1	6	1	3	6	1	1	4	3
2019-05-31 17:07:36	2019-05-31 17:21:17	0	46.208.247.137	100	820	1	2019-05-31 17:21:17	R_3iXuLBTYXYtG1Lx					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	21	2	185	2	pop	35	flute	8	19	16	15	15	15	15	15	6	5	1	1	1	1	1	1	4	6	1	1	1	1	3	6	4	1	1	1	1	3	1	1	6	5	5	3	1	1	3	3	5	3	4	1	3	6	1	1	1	3	3	1	3	3	5	4	6	6	5	1	1	1	1	1	1	3	5	1	1	5	6	3	5	6	1	1	3	1	3	1	1	4	3	6	3	3	1	1	4	6	1	1	1	4	6	1	1	4	1	1	1	4	3	3	5	6
2019-05-31 13:16:07	2019-05-31 22:54:14	0	129.234.0.28	100	34686	1	2019-05-31 22:54:14	R_0q6g23hb94P2xLr					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	21	2	185	2	Alt rock	36			18	15	15	15	16	15	15	6	1	1	1	3	1	1	1	3	5	1	1	1	1	1	6	3	1	1	1	1	1	1	1	5	5	4	1	1	1	1	3	5	1	5	1	1	1	1	4	1	3	1	1	1	3	6	1	4	3	1	1	1	1	4	1	1	1	6	1	1	1	3	1	4	5	1	1	3	3	1	1	1	3	5	4	1	3	1	1	1	3	5	1	1	3	4	1	1	1	1	1	1	5	1	1	1	4
2019-06-01 11:54:54	2019-06-01 12:04:10	0	79.70.164.93	100	556	1	2019-06-01 12:04:12	R_0ND7S0eJBcgnDSF					54.85479736328125	-1.5175018310546875	anonymous	EN-GB	1	44	2	185	3	punk	35	piano	6	15	16	16	15	15	15	15	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	3	1	1	1	1	1	1	1	1	4	4	1	1	1	1	3	4	4	1	1	1	1	1	1	4	1	3	1	1	1	1	3	4	3	1	1	1	3	1	1	1	1	1	1	4	4	1	4	3	1	1	1	1	1	1	1	1	4	1	3	4	1	1	1	1	3	1	1	1	1	1	1	3	3	1	1	3	1	1	1	1
2019-05-31 20:17:31	2019-06-01 15:03:32	0	129.234.0.24	100	67560	1	2019-06-01 15:03:32	R_2SjLVXgk04UI2VA					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	1	172	1	Pop	35	Guitar	1	18	16	15	17	17	15	15	5	3	3	3	4	3	1	1	4	5	1	1	1	1	4	4	4	1	1	1	1	3	1	1	4	6	5	4	3	1	3	5	3	5	5	1	1	6	3	1	4	4	4	3	3	3	4	3	1	6	3	1	3	4	3	1	1	5	6	1	1	1	3	3	4	4	1	1	1	1	1	1	1	4	4	5	6	3	1	3	4	6	3	3	1	3	4	1	1	1	3	1	4	5	1	1	4	4
2019-06-01 14:55:31	2019-06-01 15:21:29	0	51.9.231.72	100	1558	1	2019-06-01 15:21:29	R_PGPaxqtQOjuDA09					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	1	185	2	Rock	36			19	18	15	15	15	15	15	6	4	1	3	3	1	1	1	1	5	1	1	1	6	4	6	1	1	1	1	1	1	1	1	3	6	1	1	1	1	1	6	4	5	1	1	1	1	3	4	6	4	3	1	1	4	1	6	1	6	5	1	1	1	1	1	1	1	6	1	1	4	1	3	3	1	1	1	6	1	1	1	1	4	6	4	1	3	1	1	5	1	6	1	1	1	6	1	1	3	3	1	1	4	1	1	6	5
2019-06-02 11:20:33	2019-06-02 12:48:52	0	51.6.9.79	100	5298	1	2019-06-02 12:48:54	R_2zbwM4YlJmAcuqf					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	2	185	5	indie	35	Clarinet, Piano, Sing	seven/eight years	18	16	15	15	16	15	15	5	1	1	4	1	1	1	1	4	5	1	1	1	1	3	5	4	1	1	1	1	1	1	1	5	5	4	1	1	1	1	1	6	1	4	1	1	4	1	4	1	1	5	1	1	1	3	3	4	5	3	1	1	4	1	1	1	3	5	1	1	3	1	1	3	4	1	1	3	1	1	1	1	4	5	4	1	5	1	1	1	4	3	1	1	4	5	1	1	4	1	1	1	4	1	1	1	5
2019-06-02 15:38:04	2019-06-02 15:50:54	0	86.166.69.135	100	770	1	2019-06-02 15:50:56	R_vPiNWmFoXJXYfWF					54.1082000732421875	-5.8997039794921875	anonymous	EN-GB	1	24	3	185	1	Appalachian Folk	35	Slide guitar	0	16	17	15	15	16	15	15	5	5	1	3	1	5	1	1	1	5	1	1	1	1	3	6	3	1	1	1	1	1	1	1	3	4	6	1	1	1	1	1	5	1	1	1	1	4	1	1	3	1	1	1	3	1	1	4	3	4	5	1	1	1	4	1	1	1	5	1	1	1	1	3	3	3	1	1	4	1	1	1	1	4	1	5	1	4	1	1	5	5	3	1	1	4	4	1	1	1	1	1	1	6	1	1	1	5
2019-06-02 18:39:53	2019-06-02 18:53:08	0	129.234.0.18	100	794	1	2019-06-02 18:53:09	R_2XdkFShUl9Hh0Q4					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	2	36	3	"rock, pop, jazz, classical, sometimes experimental "	35	piano, fluet (almost all kinds of traditional chinese wind instruments), guitar, ukulele	8 years	16	17	16	15	15	15	15	6	5	1	1	4	3	1	1	1	6	1	1	5	5	3	5	4	1	1	5	1	1	1	1	5	6	5	4	3	1	1	6	5	4	3	1	1	3	3	5	3	3	4	3	3	5	5	4	5	6	5	1	1	4	1	1	1	1	6	1	1	6	6	5	5	4	3	4	1	1	4	1	1	5	6	4	4	3	1	1	5	6	4	3	1	3	4	3	4	6	4	1	1	4	1	1	5	5
2019-06-03 08:15:29	2019-06-03 08:28:06	0	129.234.0.19	100	757	1	2019-06-03 08:28:06	R_DtTIGRKY1L3HvUt					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	27	2	168	2	Pop	35	Violin	11	18	17	15	15	15	16	15	6	5	1	1	1	5	1	1	1	6	1	1	4	4	1	5	3	1	1	4	1	1	1	1	3	1	3	3	1	1	3	3	3	3	6	1	1	3	1	1	1	1	5	1	1	3	4	4	3	6	3	1	3	3	5	1	1	1	5	1	1	4	6	3	3	1	1	1	6	1	3	1	1	5	4	5	1	5	1	1	3	4	5	3	1	1	4	1	1	4	1	1	1	4	1	1	5	6
2019-06-07 10:58:25	2019-06-07 11:19:00	0	129.234.0.28	100	1234	1	2019-06-07 11:19:01	R_Rr7uB0Z1ljxyNSF					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	20	2	185	2	Pop	36			18	16	15	16	17	16	15	6	4	1	3	4	1	1	1	1	5	1	1	1	5	4	4	4	1	3	1	1	3	1	1	5	5	6	3	4	1	1	6	6	4	5	1	1	1	4	5	1	4	5	1	3	3	4	1	6	6	1	1	4	4	1	1	1	1	6	1	1	3	5	3	3	1	1	3	1	1	5	1	1	5	6	5	4	4	1	1	5	6	4	1	1	1	4	1	4	1	3	1	1	4	3	4	3	5
2019-06-07 11:19:49	2019-06-07 11:48:41	0	129.234.16.144	100	1731	1	2019-06-07 11:48:43	R_3lr8pTFjC9QdyIK					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	23	2	65	3	folk, pop	35	violin, singing, guitar	11, 0, 2	18	16	15	16	15	19	15	6	4	1	3	1	3	1	1	1	6	1	1	1	3	3	6	4	1	1	3	1	1	1	3	6	5	4	1	1	1	1	6	6	4	3	1	1	1	4	6	1	3	3	1	3	1	3	1	6	6	5	3	1	1	4	1	1	1	6	1	1	3	4	1	4	6	1	1	5	1	1	1	1	3	6	3	3	3	1	1	6	5	3	1	3	5	6	1	1	1	1	1	1	6	1	4	3	5
2019-06-07 11:59:34	2019-06-07 12:09:25	0	129.234.0.29	100	590	1	2019-06-07 12:09:25	R_1LkuLTaXcZOYRxj					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	19	1	185	1	Indie/Folk	35	2	2	18	17	15	15	16	15	15	5	4	1	1	3	1	1	1	3	5	1	1	1	1	3	5	4	1	1	1	1	4	1	1	4	6	5	1	1	1	1	4	3	5	4	1	1	3	3	4	4	1	4	3	3	3	1	3	4	5	3	1	1	3	1	1	1	1	5	1	1	1	1	1	3	4	1	1	1	1	1	1	1	5	3	6	1	3	1	1	4	3	4	1	1	4	5	1	1	3	1	1	1	4	1	1	3	5
2019-06-07 12:11:00	2019-06-07 12:51:58	0	129.234.0.27	100	2457	1	2019-06-07 12:51:58	R_elDUYvMQTAweNZ7					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	20	2	185	1	Indie pop music	36			18	15	15	15	16	15	16	4	1	1	1	5	3	1	1	1	6	1	1	1	1	1	6	3	1	1	1	1	1	1	1	5	5	4	1	1	1	1	1	4	3	5	1	1	4	4	1	3	3	1	1	4	1	3	1	4	5	3	1	1	1	1	1	1	1	6	1	1	1	1	1	5	3	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	6	1	4	1	1	5	1	1	1	3	1	1	6	1	1	1	1
2019-06-07 14:19:13	2019-06-07 14:28:46	0	129.234.104.155	100	573	1	2019-06-07 14:28:47	R_2b1Y09VS33qOihv					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	48	2	185	2	Rock	36			19	17	15	15	15	15	15	6	4	1	1	1	1	1	1	3	6	1	1	3	1	3	5	5	1	1	1	1	1	1	1	6	1	5	1	1	1	1	5	3	5	1	3	1	1	3	5	5	1	1	1	1	3	3	4	1	6	4	1	1	1	1	1	1	3	6	1	1	1	3	3	5	3	1	1	1	1	1	1	1	5	3	1	1	3	1	1	4	3	5	1	1	3	5	1	1	1	1	3	1	4	3	1	1	3
2019-06-07 14:19:19	2019-06-07 14:29:46	0	87.102.3.5	100	627	1	2019-06-07 14:29:47	R_0ilTDH4QnDQcFwZ					53.7606048583984375	-0.3733978271484375	anonymous	EN-GB	1	66	1	185	2	classical/pop	35	guitar	1	17	18	16	15	15	15	15	5	5	1	1	3	1	1	1	1	6	1	1	4	5	3	4	3	1	1	1	1	3	1	3	6	6	4	5	3	1	1	5	6	5	6	1	1	4	4	5	4	5	3	4	4	4	3	1	5	6	3	1	3	3	1	1	1	1	6	1	1	5	5	5	4	3	1	1	1	1	1	1	1	5	6	5	5	5	1	1	4	4	4	4	3	4	5	1	1	1	4	1	1	4	4	3	4	5
2019-06-07 14:21:14	2019-06-07 14:35:35	0	129.234.199.51	100	860	1	2019-06-07 14:35:35	R_295JG2U23108wCz					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	26	2	185	1	80s	35	saxophone	6	18	17	16	15	16	15	15	5	3	1	3	3	1	1	1	1	6	1	1	1	4	3	4	3	1	1	1	1	1	1	1	5	3	4	5	3	1	1	1	5	3	3	3	1	1	3	4	3	4	3	3	1	3	4	3	5	5	3	1	1	4	1	1	1	1	4	1	1	1	4	1	3	3	1	3	4	1	1	1	1	4	4	4	3	4	1	3	1	5	1	4	3	1	4	1	3	1	4	1	1	5	1	1	1	4
2019-06-07 14:35:57	2019-06-07 14:47:22	0	129.234.145.109	100	685	1	2019-06-07 14:47:23	R_2ZWiKzYRkOhHAG7					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	42	2	185	2	pop	35	choir	none	16	16	15	15	16	15	15	6	5	1	1	3	4	1	1	1	5	3	1	4	4	1	5	4	1	1	3	1	3	1	1	4	4	6	5	3	1	1	5	5	5	6	3	1	1	4	3	6	5	1	1	1	3	3	5	5	6	3	1	1	1	4	1	1	1	5	1	1	5	6	5	3	1	1	3	3	1	4	1	1	4	6	4	4	3	1	1	3	4	5	5	1	3	5	3	1	6	4	1	1	4	3	3	5	6
2019-06-07 14:44:03	2019-06-07 14:54:38	0	129.234.49.48	100	634	1	2019-06-07 14:54:39	R_3KpWHzsX3GgVqpS					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	23	2	185	4	Indie folk/pop	35	Piano; singing; guitar	16	18	16	15	16	15	18	15	6	4	1	1	1	1	1	1	3	6	1	1	1	3	4	5	4	1	1	3	3	1	1	1	5	3	5	3	3	1	1	4	5	1	3	1	1	6	3	1	5	1	3	1	1	3	4	1	5	6	1	1	1	1	1	1	1	1	5	1	1	3	1	1	1	1	1	1	3	1	1	1	1	4	1	6	3	1	1	1	1	6	3	1	1	5	3	1	1	4	1	1	1	4	1	1	5	1
2019-06-07 14:57:30	2019-06-07 15:09:21	0	129.234.0.63	100	711	1	2019-06-07 15:09:23	R_1mgEsZtgJNu5pGW					54.768402099609375	-1.5630950927734375	anonymous	EN-GB	1	36	2	57	2	Rock/pop	36			18	17	15	15	15	16	16	6	5	1	1	3	4	1	1	1	5	1	1	4	6	3	6	4	1	1	3	1	3	1	1	6	5	5	4	1	1	1	5	6	3	6	1	1	5	1	1	6	4	1	1	4	1	1	3	6	6	4	1	1	3	3	1	1	1	5	1	1	4	6	1	5	6	1	1	3	3	3	1	1	4	5	4	3	3	1	1	3	4	5	6	1	1	5	1	1	6	5	1	1	5	1	1	5	6
2019-06-07 16:52:54	2019-06-07 17:28:49	0	86.138.139.254	100	2154	1	2019-06-07 17:28:51	R_1IAkgKn4DgIJ8HF					53.9575958251953125	-1.08270263671875	anonymous	EN-GB	1	19	1	185	2	Rock	36			19	17	16	16	15	15	15	6	4	1	1	3	1	4	1	3	6	1	1	1	1	5	6	4	1	1	1	1	4	1	1	6	3	4	3	1	1	3	5	5	4	6	3	1	5	1	5	1	3	3	3	1	4	3	5	3	6	5	1	3	1	1	1	1	4	6	1	1	3	1	5	6	5	1	1	1	1	3	1	1	4	6	1	5	4	1	1	3	6	1	5	3	5	4	1	1	4	1	1	1	5	1	1	5	3
2019-06-07 18:49:30	2019-06-07 19:05:30	0	86.10.165.63	100	960	1	2019-06-07 19:05:32	R_3oNPLoi0a6fa5jg					55.00469970703125	-1.4727935791015625	anonymous	EN-GB	1	50	2	185	2	Eclectic	36			15	17	15	15	15	15	15	5	4	1	1	1	1	1	1	1	6	1	1	1	4	3	5	3	1	1	1	1	1	1	1	3	3	5	1	1	1	1	4	6	4	5	1	1	1	3	4	3	6	1	1	1	3	3	4	3	6	4	1	1	1	4	1	1	1	5	1	1	3	4	3	3	1	1	3	1	3	1	1	1	4	5	5	3	3	1	1	4	5	4	1	1	1	4	1	1	1	3	1	1	5	1	1	3	3
